epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
80,8029,0.71281,0.98352,1.90692,0.90008,0,0.87173,0.88266,0.90069,0.7712,0.87361,0.86374,0.89233,0.68214,0.86788,1.24824,2.31131,0.97186,0,0.00060895,0.00060895,0.00060895
81,8127.72,0.70983,0.97092,1.93558,0.90372,0,0.87397,0.89595,0.9107,0.7796,0.85633,0.876,0.89052,0.69037,0.89841,1.2559,2.39171,0.9814,0,0.000604,0.000604,0.000604
82,8227.17,0.69858,0.92796,1.87219,0.89666,0,0.88281,0.891,0.91023,0.782,0.87257,0.87118,0.88719,0.68525,0.88049,1.41847,2.28113,0.97992,0,0.00059905,0.00059905,0.00059905
83,8327.55,0.70713,0.96743,1.90791,0.90212,0,0.88652,0.87283,0.9076,0.78208,0.86389,0.85081,0.88302,0.67095,0.87753,1.29628,2.35205,0.96875,0,0.0005941,0.0005941,0.0005941
84,8426.45,0.70479,0.95913,1.9138,0.90102,0,0.86523,0.89593,0.89934,0.77194,0.88681,0.85134,0.88558,0.67499,0.89309,1.28509,2.40749,0.9841,0,0.00058915,0.00058915,0.00058915
85,8526.08,0.70379,0.9762,1.9047,0.89753,0,0.89835,0.89668,0.91597,0.78648,0.89517,0.8689,0.89623,0.6957,0.89203,1.3631,2.30182,0.97376,0,0.0005842,0.0005842,0.0005842
86,8628.66,0.70088,0.96777,1.87104,0.89751,0,0.86519,0.87558,0.8961,0.76566,0.85382,0.85706,0.87992,0.66759,0.89164,1.35381,2.39194,0.97931,0,0.00057925,0.00057925,0.00057925
87,8728.07,0.69924,0.94449,1.89727,0.90197,0,0.86754,0.89436,0.90745,0.78458,0.88333,0.8533,0.89232,0.688,0.86563,1.26448,2.36809,0.9649,0,0.0005743,0.0005743,0.0005743
88,8829.42,0.6802,0.9467,1.82662,0.89289,0,0.88731,0.88658,0.90272,0.78094,0.87296,0.8649,0.88163,0.682,0.86242,1.33161,2.27058,0.9648,0,0.00056935,0.00056935,0.00056935
89,8931.35,0.69545,0.95526,1.86426,0.89471,0,0.89834,0.87979,0.90671,0.7851,0.88774,0.86236,0.89161,0.68668,0.8506,1.21499,2.23713,0.95858,0,0.0005644,0.0005644,0.0005644
90,9033.14,0.69654,0.95133,1.86525,0.8947,0,0.87936,0.87288,0.89732,0.76911,0.86236,0.84923,0.87637,0.6694,0.89873,1.34344,2.33125,0.97481,0,0.00055945,0.00055945,0.00055945
91,9132.51,0.68387,0.93064,1.83774,0.89202,0,0.88417,0.88298,0.90536,0.77933,0.8714,0.86839,0.88781,0.6871,0.87916,1.2666,2.27647,0.96824,0,0.0005545,0.0005545,0.0005545
92,9234.48,0.68069,0.93353,1.81853,0.89426,0,0.87121,0.88372,0.9167,0.78845,0.87047,0.84891,0.89237,0.68386,0.88782,1.28981,2.24354,0.9732,0,0.00054955,0.00054955,0.00054955
93,9333.79,0.68835,0.93861,1.81834,0.89461,0,0.88625,0.88585,0.91233,0.78879,0.86992,0.86506,0.89159,0.6871,0.89118,1.33101,2.2866,0.9688,0,0.0005446,0.0005446,0.0005446
94,9435.4,0.68392,0.94134,1.82092,0.89138,0,0.90997,0.88443,0.92524,0.8001,0.8949,0.86715,0.90465,0.70803,0.86786,1.29796,2.26255,0.97012,0,0.00053965,0.00053965,0.00053965
95,9534.73,0.67966,0.93453,1.81321,0.89428,0,0.86038,0.86526,0.89722,0.77778,0.86446,0.84128,0.87746,0.68343,0.85267,1.27314,2.3216,0.95792,0,0.0005347,0.0005347,0.0005347
96,9634.78,0.68718,0.93811,1.83696,0.89373,0,0.88221,0.88533,0.91353,0.79186,0.8672,0.8714,0.88957,0.68365,0.87332,1.34461,2.27048,0.96846,0,0.00052975,0.00052975,0.00052975
97,9737.21,0.68101,0.94722,1.82476,0.89417,0,0.89788,0.89331,0.91971,0.79993,0.88982,0.87217,0.90407,0.71146,0.885,1.32685,2.27617,0.9706,0,0.0005248,0.0005248,0.0005248
98,9836.19,0.67726,0.91384,1.82245,0.89329,0,0.87094,0.88463,0.90249,0.79014,0.86018,0.86758,0.88666,0.69217,0.85354,1.29158,2.30915,0.95593,0,0.00051985,0.00051985,0.00051985
99,9936.89,0.68736,0.95385,1.80455,0.88975,0,0.90277,0.87118,0.91215,0.7751,0.8924,0.84848,0.88881,0.67173,0.90563,1.27494,2.27453,0.98412,0,0.0005149,0.0005149,0.0005149
100,10036.5,0.67993,0.90712,1.80747,0.89168,0,0.87913,0.88581,0.90958,0.79064,0.85775,0.86708,0.88997,0.68333,0.8708,1.32549,2.26637,0.96645,0,0.00050995,0.00050995,0.00050995
101,10134.9,0.67307,0.90076,1.78681,0.88962,0,0.89122,0.88264,0.89934,0.78284,0.87547,0.86286,0.8776,0.68151,0.87707,1.40472,2.24784,0.96962,0,0.000505,0.000505,0.000505
102,10235.5,0.66007,0.90018,1.77102,0.88717,0,0.88252,0.90759,0.91291,0.78842,0.86374,0.88902,0.88983,0.68659,0.89288,1.42546,2.2889,0.9795,0,0.00050005,0.00050005,0.00050005
103,10337.2,0.67831,0.93608,1.81353,0.88921,0,0.8955,0.9062,0.93288,0.80438,0.8788,0.8838,0.91107,0.70785,0.88356,1.37343,2.23769,0.97405,0,0.0004951,0.0004951,0.0004951
104,10437.6,0.66736,0.90235,1.75936,0.88341,0,0.89312,0.88189,0.90735,0.78832,0.87497,0.85855,0.88608,0.68556,0.88951,1.35459,2.21827,0.96982,0,0.00049015,0.00049015,0.00049015
105,10537.3,0.65751,0.88552,1.73623,0.88232,0,0.90055,0.88027,0.91354,0.79468,0.88523,0.85917,0.89195,0.68972,0.88013,1.37141,2.24387,0.9621,0,0.0004852,0.0004852,0.0004852
106,10636.3,0.65975,0.89946,1.76085,0.88847,0,0.88784,0.85548,0.90114,0.77537,0.88042,0.82931,0.87723,0.66375,0.92597,1.41959,2.32667,0.97338,0,0.00048025,0.00048025,0.00048025
107,10735.5,0.66584,0.88566,1.77371,0.88775,0,0.90436,0.87877,0.90711,0.78122,0.88688,0.85799,0.88714,0.67943,0.89544,1.39757,2.2974,0.96913,0,0.0004753,0.0004753,0.0004753
108,10836.5,0.65846,0.90093,1.76103,0.88608,0,0.88336,0.88348,0.90759,0.791,0.87134,0.86008,0.88636,0.6863,0.84575,1.25021,2.21622,0.95057,0,0.00047035,0.00047035,0.00047035
109,10936.7,0.66266,0.88428,1.74656,0.88749,0,0.89887,0.88148,0.91252,0.79029,0.89238,0.85634,0.88884,0.68816,0.87377,1.34799,2.18169,0.97043,0,0.0004654,0.0004654,0.0004654
110,11037.7,0.65021,0.90394,1.71171,0.88292,0,0.91478,0.87611,0.91006,0.79004,0.90443,0.85575,0.88983,0.68709,0.85547,1.31246,2.17308,0.94889,0,0.00046045,0.00046045,0.00046045
111,11139.5,0.65886,0.9018,1.72839,0.88493,0,0.88861,0.88786,0.91547,0.79428,0.86828,0.86362,0.89159,0.6896,0.88437,1.3104,2.22663,0.96718,0,0.0004555,0.0004555,0.0004555
112,11239.7,0.65397,0.89619,1.72664,0.88598,0,0.87166,0.90836,0.91325,0.79227,0.85241,0.87911,0.88887,0.68855,0.86032,1.38956,2.23852,0.96813,0,0.00045055,0.00045055,0.00045055
113,11340.3,0.65064,0.87629,1.71246,0.88065,0,0.87645,0.88121,0.90164,0.78355,0.86544,0.85725,0.87737,0.68094,0.86365,1.48612,2.269,0.96736,0,0.0004456,0.0004456,0.0004456
114,11440,0.64653,0.88763,1.7255,0.88322,0,0.89068,0.88928,0.90921,0.79013,0.87848,0.8651,0.88888,0.69046,0.86305,1.33843,2.22761,0.96504,0,0.00044065,0.00044065,0.00044065
115,11539.3,0.65167,0.88126,1.721,0.88378,0,0.88947,0.88158,0.90545,0.78544,0.87415,0.86391,0.88491,0.6906,0.87908,1.38955,2.25463,0.96569,0,0.0004357,0.0004357,0.0004357
116,11640.3,0.64392,0.88139,1.71257,0.8799,0,0.89678,0.88241,0.91407,0.79107,0.88856,0.85408,0.88871,0.68433,0.88935,1.35241,2.26328,0.97064,0,0.00043075,0.00043075,0.00043075
117,11740.8,0.64957,0.88694,1.71939,0.88413,0,0.89483,0.88391,0.90944,0.79176,0.87967,0.86398,0.88922,0.68658,0.83785,1.3475,2.21691,0.95543,0,0.0004258,0.0004258,0.0004258
118,11841.7,0.64948,0.88583,1.72259,0.88335,0,0.90822,0.88189,0.91778,0.79482,0.89721,0.8629,0.89705,0.68894,0.87675,1.39772,2.19598,0.96196,0,0.00042085,0.00042085,0.00042085
119,11941.9,0.64793,0.894,1.71944,0.88468,0,0.89111,0.90261,0.91416,0.78557,0.87549,0.8771,0.89542,0.6875,0.8721,1.33056,2.23054,0.96491,0,0.0004159,0.0004159,0.0004159
120,12041,0.64529,0.86732,1.69977,0.88184,0,0.90204,0.8891,0.90498,0.78319,0.90082,0.85823,0.88597,0.68509,0.8781,1.43192,2.20339,0.96663,0,0.00041095,0.00041095,0.00041095
