epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
101,7094.03,0.76352,1.06198,2.04389,0.90762,0,0.87757,0.88507,0.89381,0.77044,0.86799,0.87309,0.87993,0.67314,0.86273,1.26002,2.35284,0.97308,0,0.000505,0.000505,0.000505
102,7166.35,0.77359,1.07972,2.07,0.91127,0,0.86737,0.90179,0.90304,0.76612,0.85026,0.87752,0.88413,0.66018,0.93147,1.31271,2.42718,0.99332,0,0.00050005,0.00050005,0.00050005
103,7236.94,0.76652,1.06938,2.015,0.90743,0,0.87988,0.89196,0.90872,0.78017,0.87336,0.86629,0.89288,0.6804,0.88412,1.23686,2.30633,0.97617,0,0.0004951,0.0004951,0.0004951
104,7307.55,0.75845,1.04058,1.99832,0.90481,0,0.86698,0.87982,0.89091,0.76637,0.85236,0.85593,0.87333,0.65789,0.87575,1.25876,2.34088,0.97673,0,0.00049015,0.00049015,0.00049015
105,7378.02,0.76302,1.05619,2.00661,0.90711,0,0.87975,0.87248,0.90187,0.76992,0.86539,0.85359,0.87737,0.66322,0.90097,1.35802,2.35231,0.97123,0,0.0004852,0.0004852,0.0004852
106,7448.29,0.74774,1.03886,1.98076,0.89879,0,0.86314,0.88572,0.90241,0.7709,0.86361,0.86348,0.88665,0.67597,0.87522,1.31586,2.34772,0.97497,0,0.00048025,0.00048025,0.00048025
107,7517.81,0.75315,1.06552,2.01483,0.90577,0,0.87897,0.88305,0.89272,0.76926,0.86726,0.87163,0.88138,0.67229,0.8633,1.29821,2.38195,0.96409,0,0.0004753,0.0004753,0.0004753
108,7588.05,0.75116,1.06748,1.97815,0.90031,0,0.88,0.8915,0.90165,0.77592,0.86462,0.87709,0.88305,0.67372,0.87757,1.31472,2.38048,0.97497,0,0.00047035,0.00047035,0.00047035
109,7658.01,0.74118,1.02255,1.92995,0.89901,0,0.85882,0.89853,0.90059,0.77347,0.83985,0.8793,0.88039,0.67796,0.87687,1.26864,2.3541,0.97562,0,0.0004654,0.0004654,0.0004654
110,7729.71,0.76063,1.0501,2.00828,0.90693,0,0.88897,0.89446,0.91178,0.78397,0.87391,0.8769,0.89542,0.68432,0.87242,1.29505,2.38076,0.97193,0,0.00046045,0.00046045,0.00046045
111,7798.4,0.74012,1.036,1.96156,0.89679,0,0.88496,0.88508,0.90873,0.78519,0.87739,0.87479,0.89897,0.68086,0.87623,1.29985,2.28552,0.97495,0,0.0004555,0.0004555,0.0004555
112,7869.14,0.74958,1.06849,1.99103,0.90093,0,0.87254,0.88995,0.90115,0.78176,0.86575,0.87938,0.88707,0.67715,0.8863,1.38176,2.34739,0.97257,0,0.00045055,0.00045055,0.00045055
